school_year,dpi_true_id,lat,long,school_name,accurate_agency_type,grade_band,school_enrollment,ELA,Mathematics,dpi_rating,dpi_score,sch_ach,sch_growth,per_ed,per_swd,per_lep,per_b_aa,per_hisp_lat,address,phone_number,website_url,email,milwaukee_indicator,overall_score,overall_rating,rc_link,growth_rating
2024-25,0161_0020,42.707443010391,-89.86889198882,Argyle Elementary,Traditional Public School,K-5,150,0.681,0.71,Significantly Exceeds Expectations,89.5,79.6,84.1,0.367,0.18,0,0,0.047,"14665 State Road 78, Argyle, WI 53504",608-543-3318,www.argyle.k12.wi.us,rarefsland@argyle.k12.wi.us,0,89.4,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Argyle/Argyle Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,1491_0020,46.33595598691,-91.25557200576,Drummond Elementary,Traditional Public School,K-5,156,0.615,0.769,Significantly Exceeds Expectations,90.4,80.2,95.4,0.449,0.167,0,0.013,0.058,"52440 Eastern Ave, Drummond, WI 54832",715-739-6669,www.dasdk12.net,gradabaugh@dasd.k12.wi.us,0,89.4,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Drummond Area/Drummond Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,1897_0040,43.168457994782,-87.912588980008,Maple Dale School,Traditional Public School,6-8,224,0.744,0.795,Significantly Exceeds Expectations,90.9,91.4,82.2,0.116,0.161,0.013,0.085,0.107,"8377 N Port Washington Rd, Fox Point, WI 53217",414-351-7380,www.mapledale.k12.wi.us,tom.holtgreive@mapledale.k12.wi.us,0,89.4,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Maple Dale-Indian Hill/Maple Dale School School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,3661_0120,44.238877992257,-87.633898997509,Mishicot Middle,Traditional Public School,6-8,216,0.662,0.704,Significantly Exceeds Expectations,89.2,79.5,85.9,0.287,0.139,0.014,0,0.042,"660 Washington St, Mishicot, WI 54228",920-755-2808,www.mishicot.k12.wi.us,jgerlach@mishicot.k12.wi.us,0,89.5,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Mishicot/Mishicot Middle School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,3682_0140,42.604089995196,-89.62193698139,Northside Elementary,Traditional Public School,K-5,362,0.611,0.694,Significantly Exceeds Expectations,89.9,82.8,95.4,0.401,0.163,0.064,0.003,0.102,"3005 8 1/2 Street, Monroe, WI 53566",608-328-7134,www.monroeschools.com,amytimmerman@monroe.k12.wi.us,0,89.5,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Monroe/Northside Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,4179_0250,43.998773011378,-88.610327014984,Traeger Middle,Traditional Public School,6-8,447,0.732,0.734,Significantly Exceeds Expectations,89.8,87.1,84.1,0.168,0.105,0.013,0.022,0.036,"3000 W 20th Ave, Oshkosh, WI 54904",920-424-0065,www.oshkosh.k12.wi.us,Alexandra.Piester@oshkosh.k12.wi.us,0,89.5,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Area/Traeger Middle School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,5586_0060,44.828239988921,-92.255220996335,Spring Valley Elementary,Traditional Public School,K-5,317,0.64,0.719,Significantly Exceeds Expectations,89.3,83.6,92.5,0.309,0.117,0.019,0,0.025,"S1450 County Road CC, Spring Valley, WI 54767",715-778-5602,www.springvalley.k12.wi.us,lambn@springvalley.k12.wi.us,0,89.5,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Spring Valley/Spring Valley Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,0469_0060,43.156433987038,-89.769785036226,Wisconsin Heights High,Traditional Public School,9-12,238,0.667,0.639,Significantly Exceeds Expectations,88.6,79.5,96.3,0.261,0.139,0.013,0.025,0.017,"10173 US Highway 14, Mazomanie, WI 53560",608-767-2586,www.wisheights.k12.wi.us,ehrodey@wisheights.k12.wi.us,0,89.6,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Wisconsin Heights/Wisconsin Heights High School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,3150_0100,43.312974997476,-89.543224037412,Lodi Middle,Traditional Public School,6-8,324,0.646,0.712,Significantly Exceeds Expectations,88.6,82.7,91.6,0.179,0.176,0.015,0.012,0.034,"900 Sauk St, Lodi, WI 53555",608-592-3854,www.lodi.k12.wi.us,pertzde@lodischoolswi.org,0,89.6,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Lodi/Lodi Middle School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,3549_0170,43.078026982526,-89.56343699692,Pope Farm Elementary,Traditional Public School,K-5,448,0.809,0.848,Significantly Exceeds Expectations,92.7,96.2,79.3,0.078,0.098,0.138,0.029,0.036,"816 Schewe Rd, Middleton, WI 53562",608-826-7700,www.mcpasd.k12.wi.us,jtaylor@mcpasd.k12.wi.us,0,89.6,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Middleton-Cross Plains Area/Pope Farm Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,4515_0040,43.384132996846,-87.894121970932,Dunwiddie Elementary,Traditional Public School,K-5,324,0.81,0.77,Significantly Exceeds Expectations,89.6,89.6,85.9,0.327,0.173,0.037,0.043,0.083,"1243 W Lincoln Ave, Port Washington, WI 53074",262-268-5700,www.pwssd.org,elyse.voskuil@pwssd.k12.wi.us,0,89.6,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Port Washington-Saukville/Dunwiddie Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,6174_0200,43.025455015258,-88.185402996924,Hillcrest Elementary,Traditional Public School,K-5,239,0.726,0.783,Significantly Exceeds Expectations,89.4,86.1,92.6,0.293,0.209,0.059,0.017,0.105,"2200 Davidson Rd, Waukesha, WI 53186",262-970-1805,www.waukesha.k12.wi.us,flincicu@waukesha.k12.wi.us,0,89.6,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Waukesha/Hillcrest Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,1645_0020,44.874802005885,-91.687523998175,Elk Mound Middle,Traditional Public School,6-8,368,0.672,0.77,Significantly Exceeds Expectations,89.8,87,85.9,0.253,0.117,0.041,0.011,0.038,"302 University St, Elk Mound, WI 54739",715-879-5595,www.elkmound.k12.wi.us,chahn@elkmound.k12.wi.us,0,89.7,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Elk Mound Area/Elk Mound Middle School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,0000_1996,43.015589012306,-87.951083959989,Nativity Jesuit Academy,Private School,K-8,217,0.544,0.644,Significantly Exceeds Expectations,94.1,74.1,95.4,0.963,0.111,0.065,0,1,"1515 S 29th St, Milwaukee, WI 53215",414-645-1060,www.nativityjesuit.org,moriarityj@nativityjesuit.org,1,89.8,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Nativity Jesuit Academy All Students School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,6470_0080,42.950939015928,-88.05849997702,Edgerton Elementary,Traditional Public School,K-5,378,0.741,0.668,Significantly Exceeds Expectations,89.4,83.3,89.7,0.259,0.185,0.04,0.029,0.188,"5145 S 116th St, Hales Corners, WI 53130",414-525-8900,www.whitnall.com,mzei@whitnall.com,0,89.8,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Whitnall/Edgerton Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,0000_8740,43.082280002107,-87.977727012698,Yeshiva Elementary School,Private School,K-8,211,0.591,0.538,Significantly Exceeds Expectations,92.6,78,91.7,0.668,0.005,0.005,0,0,"5115 W Keefe Ave, Milwaukee, WI 53216",414-871-9376,yesmilwaukee.org,adminstrator@yesmilwaukee.org,1,89.9,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Yeshiva Elementary School All Students School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,2460_0040,43.088216987945,-88.335151983581,South Elementary,Traditional Public School,K-5,332,0.702,0.739,Significantly Exceeds Expectations,89.3,86.1,94.5,0.238,0.139,0.027,0.015,0.054,"651 E Imperial Dr, Hartland, WI 53029",262-369-6720,www.hartlake.org,drisch@hartlake.org,0,89.9,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Hartland-Lakeside J3/South Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,3528_0020,43.141355571434,-88.315100508005,Merton Intermediate,Traditional Public School,6-8,368,0.83,0.847,Significantly Exceeds Expectations,94.4,97.6,74.6,0.057,0.063,0.011,0.008,0.024,"N68W28320 Sussex Rd, Hartland, WI 53029",262-538-1130,www.merton.k12.wi.us,newcomers@merton.k12.wi.us,0,89.9,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Merton Community/Merton Intermediate School Report Card 2024-25.pdf,Above Average Growth
2024-25,4018_0130,42.892229986793,-87.933547006889,Oak Creek West Middle,Traditional Public School,6-8,531,0.655,0.618,Significantly Exceeds Expectations,91.2,81.2,100,0.454,0.111,0.119,0.068,0.241,"8401 S 13th St, Oak Creek, WI 53154",414-768-6250,www.ocfsd.org,g.martinelli@ocfsd.org,0,89.9,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oak Creek-Franklin Joint/Oak Creek West Middle School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,4088_0080,44.046299994945,-88.739828005778,Omro Middle,Traditional Public School,6-8,223,0.588,0.685,Significantly Exceeds Expectations,89,75.8,95.4,0.283,0.175,0.004,0.009,0.076,"455 Fox Trl, Omro, WI 54963",920-303-2301,www.omro.k12.wi.us,mleve@omro.k12.wi.us,0,89.9,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Omro/Omro Middle School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,3269_0795,43.065971497821,-89.458988765009,Van Hise Elementary,Traditional Public School,K-5,396,0.737,0.742,Significantly Exceeds Expectations,90.2,92.7,91.7,0.167,0.114,0.116,0.056,0.106,"4747 Waukesha St, Madison, WI 53705",608-204-4800,https://vanhise.madison.k12.wi.us/,vanhise@madison.k12.wi.us,0,90,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Madison Metropolitan/Van Hise Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,4578_0040,44.754924990588,-92.79268799014,Malone Elementary,Traditional Public School,K-5,457,0.691,0.735,Significantly Exceeds Expectations,89.6,84.4,88.7,0.221,0.206,0.007,0.011,0.042,"505 Campbell St N, Prescott, WI 54021",715-262-5463,www.prescott.k12.wi.us,duseks@prescott.k12.wi.us,0,90,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Prescott/Malone Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,3925_0160,43.007117003671,-88.088901978027,Orchard Lane Elementary,Traditional Public School,K-5,453,0.648,0.708,Significantly Exceeds Expectations,89.5,83.1,88.8,0.188,0.124,0.04,0.015,0.097,"2015 S Sunnyslope Rd, New Berlin, WI 53151",262-789-6500,www.nbexcellence.org,royce.lindner@nbexcellence.org,0,90.1,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/New Berlin/Orchard Lane Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,5019_0060,45.410230017924,-92.633666020182,Saint Croix Falls Elementary,Traditional Public School,K-5,303,0.799,0.792,Significantly Exceeds Expectations,90,94,81.2,0.366,0.102,0.013,0,0.033,"651 E Louisiana St, Saint Croix Falls, WI 54024",715-483-9823,www.scf.k12.wi.us,plattri@scfschools.com,0,90.1,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Saint Croix Falls/Saint Croix Falls Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,6174_0430,42.993076980576,-88.223006980598,Waukesha Engineering Preparatory Academy,Traditional Public School,9-12,144,0.75,0.865,Significantly Exceeds Expectations,90.2,92.6,86.9,0.222,0.056,0,0.007,0.174,"401 E Roberta Ave, Waukesha, WI 53186",262-970-3880,www.waukesha.k12.wi.us,mdamato-kuche@waukesha.k12.wi.us,NA,90.1,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Waukesha/Waukesha Engineering Preparatory Academy School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,2009_0020,44.16770498928,-91.266807024957,Ettrick Elementary,Traditional Public School,K-5,124,0.679,0.755,Significantly Exceeds Expectations,89.5,84.9,94.4,0.274,0.113,0.008,0.008,0.008,"22750 Washington St, Ettrick, WI 54627",608-525-4571,https://ee.getschools.org/,melaniebawek@getschools.k12.wi.us,0,90.2,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Galesville-Ettrick-Trempealeau/Ettrick Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,3822_0110,42.858971014088,-88.433748981186,Eagleville Charter School,Traditional Public School,K-5,95,0.695,0.61,Significantly Exceeds Expectations,90.8,89,84.1,0.179,0.116,0,0,0.074,"S101W34511 Hwy LO, Eagle, WI 53119",262-363-6258,https://eves.masd.k12.wi.us/,plantwi@masd.k12.wi.us,NA,90.2,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Mukwonago/Eagleville Charter School School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,2835_0140,44.271592979446,-88.333724964565,Mapleview Intermediate,Traditional Public School,K-5,413,0.725,0.703,Significantly Exceeds Expectations,89.9,86.4,91.7,0.266,0.165,0.029,0.019,0.073,"125 E Kimberly Ave, Kimberly, WI 54136",920-788-7910,www.kimberly.k12.wi.us,kasd@kimberly.k12.wi.us,0,90.3,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Kimberly Area/Mapleview Intermediate School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,5355_0080,43.08817499461,-87.889700014093,Shorewood High,Traditional Public School,9-12,589,0.743,0.687,Significantly Exceeds Expectations,88.3,81.7,100,0.175,0.109,0.036,0.104,0.1,"1701 E Capitol Dr, Shorewood, WI 53211",414-963-6921,www.shorewoodschools.org,tkenney@shorewood.k12.wi.us,0,90.3,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Shorewood/Shorewood High School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,2044_0020,42.585630990838,-88.482868023442,Woods Elementary,Traditional Public School,K-8,148,0.753,0.764,Significantly Exceeds Expectations,90.5,93.9,88.8,0.318,0.115,0.095,0.014,0.162,"N2575 Snake Rd, Lake Geneva, WI 53147",262-248-3816,www.woodsschool.com,ldavies@woodsschool.com,0,90.4,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Geneva J4/Woods Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,3892_0260,44.171554001128,-88.495512962572,Tullar Elementary,Traditional Public School,K-5,343,0.678,0.765,Significantly Exceeds Expectations,90.1,86.8,89.8,0.233,0.16,0.038,0.026,0.044,"925 Tullar Rd, Neenah, WI 54956",920-751-6985,www.neenah.k12.wi.us,mary.toby@neenah.k12.wi.us,0,90.4,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Neenah Joint/Tullar Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,0119_0060,45.304379991863,-92.344316017043,Amery Middle,Traditional Public School,6-8,275,0.658,0.721,Significantly Exceeds Expectations,90.9,84.5,95.4,0.375,0.175,0.022,0.011,0.051,"501 Minneapolis Ave S, Amery, WI 54001",715-268-9771,www.amerysd.k12.wi.us,bensent@amerysd.k12.wi.us,0,90.7,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Amery/Amery Middle School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,3925_0060,42.935357016016,-88.087852982845,Elmwood Elementary,Traditional Public School,K-5,567,0.695,0.788,Significantly Exceeds Expectations,91.9,90.4,83.1,0.097,0.086,0.058,0.012,0.081,"5900 S Sunnyslope Rd, New Berlin, WI 53151",262-789-6581,www.nbexcellence.org,jaime.veal@nbexcellence.org,0,90.7,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/New Berlin/Elmwood Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,4025_0030,43.684723006415,-88.54149801123,Oakfield Elementary,Traditional Public School,K-5,254,0.81,0.743,Significantly Exceeds Expectations,90.6,85.9,89.8,0.244,0.213,0.012,0.02,0.055,"200 White St, Oakfield, WI 53065",920-583-3146,www.oakfield.k12.wi.us,bdoyle@oakfield.k12.wi.us,0,90.8,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oakfield/Oakfield Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,2296_0040,42.940492985277,-88.000885959715,Canterbury Elementary,Traditional Public School,K-5,350,0.738,0.765,Significantly Exceeds Expectations,91.3,89.1,86.9,0.206,0.106,0.043,0.009,0.16,"7000 Enfield Ave, Greendale, WI 53129",414-423-2770,www.greendaleschools.org,shannon.clarkwest@greendaleschools.org,0,91.1,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Greendale/Canterbury Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,3892_0040,44.214689998987,-88.545542028055,Clayton Elementary,Traditional Public School,K-5,206,0.634,0.854,Significantly Exceeds Expectations,89.4,86.3,94.5,0.141,0.184,0.044,0,0.053,"2916 W Fairview Rd, Neenah, WI 54956",920-751-6950,www.neenah.k12.wi.us,nicole.kiplin@neenah.k12.wi.us,0,91.1,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Neenah Joint/Clayton Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,1015_0090,43.309436996146,-87.973400022822,Thorson Elementary,Traditional Public School,K-5,529,0.834,0.853,Significantly Exceeds Expectations,93.9,97.8,83.1,0.068,0.144,0.008,0.008,0.019,"W51N932 Keup Rd, Cedarburg, WI 53012",262-376-6700,www.cedarburg.k12.wi.us,alittle@cedarburg.k12.wi.us,0,91.2,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Cedarburg/Thorson Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,1883_0180,42.939397009527,-88.845402015767,Rockwell Elementary,Traditional Public School,K-5,197,0.69,0.79,Significantly Exceeds Expectations,91.1,85.2,85,0.355,0.223,0.03,0.03,0.208,"821 Monroe St, Fort Atkinson, WI 53538",920-563-7818,www.fortschools.org,roadrunner@fortschools.org,0,91.2,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Fort Atkinson/Rockwell Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,2217_0100,43.333714005227,-87.957626035417,Woodview Elementary,Traditional Public School,K-5,506,0.797,0.802,Significantly Exceeds Expectations,92.3,92.7,83.1,0.182,0.241,0.024,0.024,0.083,"600 5th Ave, Grafton, WI 53024",262-376-5750,www.grafton.k12.wi.us,jschwenzen@grafton.k12.wi.us,0,91.2,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Grafton/Woodview Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,2058_0020,43.207938477028,-88.201427351777,Amy Belle Elementary,Traditional Public School,K-5,356,0.689,0.787,Significantly Exceeds Expectations,90.2,87.1,95.5,0.163,0.166,0.011,0.02,0.059,"3294 Willow Creek Rd, Colgate, WI 53017",262-628-7825,www.gsdwi.org,lchandelia@gsdwi.org,0,91.3,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Germantown/Amy Belle Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,2296_0100,42.937010011141,-87.976236039762,Highland View Elementary,Traditional Public School,K-5,336,0.717,0.705,Significantly Exceeds Expectations,90.5,82.4,97.3,0.265,0.188,0.089,0.024,0.199,"5900 S 51st St, Greendale, WI 53129",414-423-2750,www.greendaleschools.org,emily.deau@greendaleschools.org,0,91.3,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Greendale/Highland View Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,5901_0140,42.996000001671,-89.53496995826,New Century School,Traditional Public School,K-5,122,0.738,0.738,Significantly Exceeds Expectations,93.6,92.1,81.2,0.066,0.115,0.016,0.025,0.074,"400 N Main Street, Verona, WI 53593",608-845-4900,https://nccs.verona.k12.wi.us/,parkss@verona.k12.wi.us,NA,91.6,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Verona Area/New Century School School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,4137_0060,43.625266018149,-87.792052015565,Oostburg Elementary,Traditional Public School,K-5,479,0.77,0.709,Significantly Exceeds Expectations,92.2,88.4,84,0.182,0.154,0.033,0.008,0.081,"203 N Seventh St, Oostburg, WI 53070",920-564-2392,www.oostburg.k12.wi.us,terry.hendrikse@oostburg.k12.wi.us,0,91.7,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oostburg/Oostburg Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,6244_0200,43.064982017067,-88.004728978502,Roosevelt Elementary,Traditional Public School,K-5,396,0.738,0.754,Significantly Exceeds Expectations,91.7,92.4,93.6,0.263,0.159,0.02,0.146,0.081,"2535 N 73rd St, Wauwatosa, WI 53213",414-773-1600,https://roosevelt.wauwatosa.k12.wi.us/o/roosevelt,supama@wauwatosa.k12.wi.us,0,91.7,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Wauwatosa/Roosevelt Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,6251_0020,43.085025705316,-90.883016103983,Wauzeka Elementary,Traditional Public School,K-5,112,0.661,0.786,Significantly Exceeds Expectations,91.7,91.7,91.6,0.518,0.188,0,0.018,0.009,"301 E Main St, Wauzeka, WI 53826",608-875-5311,www.wauzeka.k12.wi.us,dumstiff@wauzeka.k12.wi.us,0,91.7,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Wauzeka-Steuben/Wauzeka Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,3689_0010,43.796805016571,-89.321283240863,Forest Lane Community School,Traditional Public School,K-5,284,0.58,0.664,Significantly Exceeds Expectations,93,77.2,100,0.43,0.18,0,0.011,0.067,"222 Forest Ln, Montello, WI 53949",608-297-7617,www.montelloschools.org,cbeggs@montelloschools.org,0,91.8,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Montello/Forest Lane Community School School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,4389_0120,42.741688994105,-90.493235984116,Westview Elementary,Traditional Public School,K-5,443,0.672,0.668,Significantly Exceeds Expectations,92.7,82.1,96.3,0.438,0.185,0.063,0.056,0.108,"1201 W Camp St, Platteville, WI 53818",608-342-4050,www.platteville.k12.wi.us,reuter@platteville.k12.wi.us,0,91.8,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Platteville/Westview Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,4501_0120,43.710503016464,-89.464884004306,Endeavor Elementary,Traditional Public School,K-5,57,0.679,0.893,Significantly Exceeds Expectations,91.8,91,NA,0.333,0.246,0,0.035,0.14,"414 Church St, Endeavor, WI 53930",608-587-2625,https://www.portage.k12.wi.us/schools/endeavor/,kanem@portage.k12.wi.us,0,91.8,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Portage Community/Endeavor Elementary School Report Card 2024-25.pdf,No Growth Rating
2024-25,0000_7030,44.2646170148,-88.403314039299,Saint Paul Lutheran School,Private School,K-8,54,0.8,0.8,Significantly Exceeds Expectations,97.1,83.8,100,0.685,0.074,0,0.037,0.056,"225 E Harris St, Appleton, WI 54911",920-733-9061,www.stpaulappletonwi.com,jkelley@stpaulappletonwi.com,0,91.9,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Private/Saint Paul Lutheran School Choice Students School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,2420_0100,43.127768003907,-88.226710021601,Maple Avenue Elementary,Traditional Public School,K-5,457,0.824,0.824,Significantly Exceeds Expectations,93,96.5,86.9,0.179,0.151,0.018,0.039,0.057,"W240N6059 Maple Ave, Sussex, WI 53089",262-246-4220,www.hamilton.k12.wi.us,ritcka@hamilton.k12.wi.us,0,91.9,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Hamilton/Maple Avenue Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,2420_0120,43.105708008216,-88.137123989005,Marcy Elementary,Traditional Public School,K-5,488,0.829,0.82,Significantly Exceeds Expectations,94,98.5,85,0.111,0.135,0.041,0.047,0.068,"W180N4851 Marcy Rd, Menomonee Falls, WI 53051",262-781-8283,www.hamilton.k12.wi.us,dearco@hamilton.k12.wi.us,0,91.9,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Hamilton/Marcy Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,1666_0030,44.777926986468,-92.153522024003,Elmwood Middle,Traditional Public School,6-8,92,0.798,0.764,Significantly Exceeds Expectations,92,85.7,89.8,0.293,0.196,0.022,0,0.022,"213 S Scott St, Elmwood, WI 54740",715-639-2721,www.elmwood.k12.wi.us,sauvet@elmwood.k12.wi.us,0,92.1,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Elmwood/Elmwood Middle School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,2303_0060,42.958411985523,-87.974268974724,Edgewood Elementary,Traditional Public School,K-5,325,0.58,0.727,Significantly Exceeds Expectations,96.1,79.8,100,0.662,0.148,0.145,0.065,0.32,"4711 S 47th St, Greenfield, WI 53220",414-281-5750,www.greenfield.k12.wi.us,mboyd@greenfield.k12.wi.us,0,92.1,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Greenfield/Edgewood Elementary School Report Card 2024-25.pdf,Well Above Average Growth
2024-25,2420_0060,43.147252995124,-88.165209986346,Lannon Elementary,Traditional Public School,K-5,350,0.781,0.796,Significantly Exceeds Expectations,93.5,95.5,86.9,0.103,0.137,0.023,0.043,0.031,"7145 N Lannon Rd, Lannon, WI 53046",262-255-6106,www.hamilton.k12.wi.us,balfbr@hamilton.k12.wi.us,0,92.1,Significantly Exceeds Expectations,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Hamilton/Lannon Elementary School Report Card 2024-25.pdf,Well Above Average Growth
